Matched phv,TOPMed Study,TOPMed Harmonized Variable,dbGap Variable Description,dbGap Variable Name,TOPMed Component ID,dbGap phs,dbGap phv,dbGap pht,dbGap pht Name,dbGap Study Name
phv00127727,JHS,coronary_angioplasty_prior_1,"Q51. F. Invasive procedures. Ever had surgery on heart, arteries of neck or legs? [Visit 1] [Medical History Form, MHX]",MHXA51,phs000286.v5.pht001963.v1.phv00127727.v1,phs000286.v7.p2,phv00127727.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127731,JHS,coronary_angioplasty_prior_1,"Q52c. F. Invasive procedures. Have you had carotid endarterectomy? [Visit 1] [Medical History Form, MHX]",MHXA52C,phs000286.v5.pht001963.v1.phv00127731.v1,phs000286.v7.p2,phv00127731.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127733,JHS,coronary_angioplasty_prior_1,"Q52e1. F. Invasive procedures. Had other revascularization or bypass? [Visit 1] [Medical History Form, MHX]",MHXA52E1,phs000286.v5.pht001963.v1.phv00127733.v1,phs000286.v7.p2,phv00127733.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127737,JHS,coronary_angioplasty_prior_1,"Q54a. F. Invasive procedures. Ever had angioplasty of coronary arteries? [Visit 1] [Medical History Form, MHX]",MHXA54A,phs000286.v5.pht001963.v1.phv00127737.v1,phs000286.v7.p2,phv00127737.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127740,JHS,coronary_angioplasty_prior_1,"Q55a. F. Invasive procedures. Ever had heart catheterization? [Visit 1] [Medical History Form, MHX]",MHXA55A,phs000286.v5.pht001963.v1.phv00127740.v1,phs000286.v7.p2,phv00127740.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00084442,MESA,coronary_angioplasty_prior_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,coronary_angioplasty_prior_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,coronary_angioplasty_prior_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078507,WHI,coronary_angioplasty_prior_1,F30 Days since randomization/enrollment,F30DAYS,phs000200.v11.pht000999.v6.phv00078507.v6,phs000200.v12.p3,phv00078507.v6.p3,pht000999.v6.p3,f30_rel2,Women's Health Initiative
phv00078536,WHI,coronary_angioplasty_prior_1,Angioplasty of coronary arteries ever,PTCA,phs000200.v11.pht000999.v6.phv00078536.v6,phs000200.v12.p3,phv00078536.v6.p3,pht000999.v6.p3,f30_rel2,Women's Health Initiative
phv00204712,ARIC,cabg_prior_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v5.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00208845,ARIC,cabg_prior_1,"[Invasive procedures]. Have you ever had surgery on your heart, or on the arteries of your neck or legs, excluding surgery for vericose veins? Q6 [Physical Examination Form. PHEA. Visit 1]",PHEA06,phs000280.v5.pht004143.v2.phv00208845.v1,phs000280.v8.p2,phv00208845.v2.p2,pht004143.v3.p2,PHEA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00208846,ARIC,cabg_prior_1,"[Invasive procedures]. Have you ever had surgery on your heart, or on the arteries of your neck or legs, excluding surgery for vericose veins? Coronary bypass. Q7a [Physical Examination Form. PHEA. Visit 1]",PHEA07A,phs000280.v5.pht004143.v2.phv00208846.v1,phs000280.v8.p2,phv00208846.v2.p2,pht004143.v3.p2,PHEA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00208853,ARIC,cabg_prior_1,[Invasive procedures]. Have you ever had a balloon angioplasty on the arteries of your heart or legs? Q8 [Physical Examination Form. PHEA. Visit 1],PHEA08,phs000280.v5.pht004143.v2.phv00208853.v1,phs000280.v8.p2,phv00208853.v2.p2,pht004143.v3.p2,PHEA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00100487,CHS,cabg_prior_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100785,CHS,cabg_prior_1,CORONARY BYPASS SURGERY AT BL,BPSSURBL,phs000287.v6.pht001464.v1.phv00100785.v1,phs000287.v7.p1,phv00100785.v1.p1,pht001464.v1.p1,EVENT_SUMMARY,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00159631,COPDGene,cabg_prior_1,Coronary artery bypass surgery [CABG],CABG,phs000179.v5.pht002239.v4.phv00159631.v4,phs000179.v6.p2,phv00159631.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159836,COPDGene,cabg_prior_1,Age at enrollment,Age_Enroll,phs000179.v5.pht002239.v4.phv00159836.v4,phs000179.v6.p2,phv00159836.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00054697,FHS,cabg_prior_1,Date of cardiovascular procedure,procdate,phs000007.v30.pht000389.v10.phv00054697.v8,phs000007.v33.p14,phv00054697.v11.p14,pht000389.v13.p14,vr_cvdproc_2020_a_1313s,Framingham Cohort
phv00163410,FHS,cabg_prior_1,Coronary Artery Bypass Graft (CABG) - Number of vessels bypassed - PROCNUM = 141,vessel,phs000007.v30.pht000389.v10.phv00163410.v7,phs000007.v33.p14,phv00163410.v10.p14,pht000389.v13.p14,vr_cvdproc_2020_a_1313s,Framingham Cohort
phv00177930,FHS,cabg_prior_1,Age at Exam 1,age1,phs000007.v30.pht003099.v5.phv00177930.v5,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00190817,FHS,cabg_prior_1,Cardiovascular Disease (CVD) status,cvd,phs000007.v30.pht003316.v7.phv00190817.v7,phs000007.v33.p14,phv00190817.v10.p14,pht003316.v10.p14,vr_survcvd_2019_a_1334s,Framingham Cohort
phv00190823,FHS,cabg_prior_1,Date of Cardiovascular Disease (CVD) status,cvddate,phs000007.v30.pht003316.v7.phv00190823.v7,phs000007.v33.p14,phv00190823.v10.p14,pht003316.v10.p14,vr_survcvd_2019_a_1334s,Framingham Cohort
phv00127727,JHS,cabg_prior_1,"Q51. F. Invasive procedures. Ever had surgery on heart, arteries of neck or legs? [Visit 1] [Medical History Form, MHX]",MHXA51,phs000286.v5.pht001963.v1.phv00127727.v1,phs000286.v7.p2,phv00127727.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127728,JHS,cabg_prior_1,"Q52a. F. Invasive procedures. Did you have a coronary bypass? [Visit 1] [Medical History Form, MHX]",MHXA52A,phs000286.v5.pht001963.v1.phv00127728.v1,phs000286.v7.p2,phv00127728.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127731,JHS,cabg_prior_1,"Q52c. F. Invasive procedures. Have you had carotid endarterectomy? [Visit 1] [Medical History Form, MHX]",MHXA52C,phs000286.v5.pht001963.v1.phv00127731.v1,phs000286.v7.p2,phv00127731.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127733,JHS,cabg_prior_1,"Q52e1. F. Invasive procedures. Had other revascularization or bypass? [Visit 1] [Medical History Form, MHX]",MHXA52E1,phs000286.v5.pht001963.v1.phv00127733.v1,phs000286.v7.p2,phv00127733.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00127740,JHS,cabg_prior_1,"Q55a. F. Invasive procedures. Ever had heart catheterization? [Visit 1] [Medical History Form, MHX]",MHXA55A,phs000286.v5.pht001963.v1.phv00127740.v1,phs000286.v7.p2,phv00127740.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00084442,MESA,cabg_prior_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,cabg_prior_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,cabg_prior_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078507,WHI,cabg_prior_1,F30 Days since randomization/enrollment,F30DAYS,phs000200.v11.pht000999.v6.phv00078507.v6,phs000200.v12.p3,phv00078507.v6.p3,pht000999.v6.p3,f30_rel2,Women's Health Initiative
phv00078535,WHI,cabg_prior_1,Coronary bypass surgery ever,CABG,phs000200.v11.pht000999.v6.phv00078535.v6,phs000200.v12.p3,phv00078535.v6.p3,pht000999.v6.p3,f30_rel2,Women's Health Initiative
phv00204712,ARIC,pad_prior_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v5.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204795,ARIC,pad_prior_1,"Peripheral artery disease visit 1, definition 2 - same for both genders [Cohort. Visit 1]",PAD02,phs000280.v5.pht004063.v2.phv00204795.v1,phs000280.v8.p2,phv00204795.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00100330,CHS,pad_prior_1,LEG ARTERY BYPASS,ABTLEG,phs000287.v6.pht001452.v1.phv00100330.v1,phs000287.v7.p1,phv00100330.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100333,CHS,pad_prior_1,LOW EXTREM ANGIOPLASTY,EXTART,phs000287.v6.pht001452.v1.phv00100333.v1,phs000287.v7.p1,phv00100333.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,pad_prior_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100507,CHS,pad_prior_1,CLD MODIFIED BL STAT,CLBLMOD,phs000287.v6.pht001452.v1.phv00100507.v1,phs000287.v7.p1,phv00100507.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00159618,COPDGene,pad_prior_1,Peripheral vascular disease,PeriphVascular,phs000179.v5.pht002239.v4.phv00159618.v4,phs000179.v6.p2,phv00159618.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159836,COPDGene,pad_prior_1,Age at enrollment,Age_Enroll,phs000179.v5.pht002239.v4.phv00159836.v4,phs000179.v6.p2,phv00159836.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00036469,FHS,pad_prior_1,Event Number,EVENT,phs000007.v30.pht000309.v13.phv00036469.v12,phs000007.v33.p14,phv00036469.v15.p14,pht000309.v16.p14,vr_soe_2020_a_1340s,Framingham Cohort
phv00036471,FHS,pad_prior_1,Date of Event,DATE,phs000007.v30.pht000309.v13.phv00036471.v12,phs000007.v33.p14,phv00036471.v15.p14,pht000309.v16.p14,vr_soe_2020_a_1340s,Framingham Cohort
phv00177930,FHS,pad_prior_1,Age at Exam 1,age1,phs000007.v30.pht003099.v5.phv00177930.v5,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00190817,FHS,pad_prior_1,Cardiovascular Disease (CVD) status,cvd,phs000007.v30.pht003316.v7.phv00190817.v7,phs000007.v33.p14,phv00190817.v10.p14,pht003316.v10.p14,vr_survcvd_2019_a_1334s,Framingham Cohort
phv00190823,FHS,pad_prior_1,Date of Cardiovascular Disease (CVD) status,cvddate,phs000007.v30.pht003316.v7.phv00190823.v7,phs000007.v33.p14,phv00190823.v10.p14,pht003316.v10.p14,vr_survcvd_2019_a_1334s,Framingham Cohort
phv00124562,JHS,pad_prior_1,7. B. Measures. First brachial Doppler blood pressure (mm Hg) [Visit 1] [Ankle-Brachial Blood Pressure],ABBA7,phs000286.v5.pht001921.v1.phv00124562.v1,phs000286.v7.p2,phv00124562.v2.p2,pht001921.v2.p2,abba,Jackson Heart Study (JHS) Cohort
phv00124563,JHS,pad_prior_1,8. B. Measures. First right posterior tibia blood pressure (mm Hg) [Visit 1] [Ankle-Brachial Blood Pressure],ABBA8,phs000286.v5.pht001921.v1.phv00124563.v1,phs000286.v7.p2,phv00124563.v2.p2,pht001921.v2.p2,abba,Jackson Heart Study (JHS) Cohort
phv00124564,JHS,pad_prior_1,9. B. Measures. First left posterior tibia blood pressure (mm Hg) [Visit 1] [Ankle-Brachial Blood Pressure],ABBA9,phs000286.v5.pht001921.v1.phv00124564.v1,phs000286.v7.p2,phv00124564.v2.p2,pht001921.v2.p2,abba,Jackson Heart Study (JHS) Cohort
phv00124565,JHS,pad_prior_1,10. B. Measures. Second left posterior tibia [Visit 1] [Ankle-Brachial Blood Pressure],ABBA10,phs000286.v5.pht001921.v1.phv00124565.v1,phs000286.v7.p2,phv00124565.v2.p2,pht001921.v2.p2,abba,Jackson Heart Study (JHS) Cohort
phv00124566,JHS,pad_prior_1,11. B. Measures. Second right posterior tibia blood pressure (mm Hg) [Visit 1] [Ankle-Brachial Blood Pressure],ABBA11,phs000286.v5.pht001921.v1.phv00124566.v1,phs000286.v7.p2,phv00124566.v2.p2,pht001921.v2.p2,abba,Jackson Heart Study (JHS) Cohort
phv00124567,JHS,pad_prior_1,12. B. Measures. Second brachial blood pressure (mm Hg) [Visit 1] [Ankle-Brachial Blood Pressure],ABBA12,phs000286.v5.pht001921.v1.phv00124567.v1,phs000286.v7.p2,phv00124567.v2.p2,pht001921.v2.p2,abba,Jackson Heart Study (JHS) Cohort
phv00084442,MESA,pad_prior_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,pad_prior_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,pad_prior_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078507,WHI,pad_prior_1,F30 Days since randomization/enrollment,F30DAYS,phs000200.v11.pht000999.v6.phv00078507.v6,phs000200.v12.p3,phv00078507.v6.p3,pht000999.v6.p3,f30_rel2,Women's Health Initiative
phv00078562,WHI,pad_prior_1,Peripheral arterial disease ever,PAD,phs000200.v11.pht000999.v6.phv00078562.v6,phs000200.v12.p3,phv00078562.v6.p3,pht000999.v6.p3,f30_rel2,Women's Health Initiative
phv00204705,ARIC,mi_prior_1,Prevalent MI from ECG or medical history [Cohort. Visit 1],PREVMI05,phs000280.v5.pht004063.v2.phv00204705.v1,phs000280.v8.p2,phv00204705.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204712,ARIC,mi_prior_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v5.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00100487,CHS,mi_prior_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100508,CHS,mi_prior_1,MI MODIFIED BL STAT,MIBLMOD,phs000287.v6.pht001452.v1.phv00100508.v1,phs000287.v7.p1,phv00100508.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00159615,COPDGene,mi_prior_1,Heart attack [MI],HeartAttack,phs000179.v5.pht002239.v4.phv00159615.v4,phs000179.v6.p2,phv00159615.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159836,COPDGene,mi_prior_1,Age at enrollment,Age_Enroll,phs000179.v5.pht002239.v4.phv00159836.v4,phs000179.v6.p2,phv00159836.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00036469,FHS,mi_prior_1,Event Number,EVENT,phs000007.v30.pht000309.v13.phv00036469.v12,phs000007.v33.p14,phv00036469.v15.p14,pht000309.v16.p14,vr_soe_2020_a_1340s,Framingham Cohort
phv00036471,FHS,mi_prior_1,Date of Event,DATE,phs000007.v30.pht000309.v13.phv00036471.v12,phs000007.v33.p14,phv00036471.v15.p14,pht000309.v16.p14,vr_soe_2020_a_1340s,Framingham Cohort
phv00177930,FHS,mi_prior_1,Age at Exam 1,age1,phs000007.v30.pht003099.v5.phv00177930.v5,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00190817,FHS,mi_prior_1,Cardiovascular Disease (CVD) status,cvd,phs000007.v30.pht003316.v7.phv00190817.v7,phs000007.v33.p14,phv00190817.v10.p14,pht003316.v10.p14,vr_survcvd_2019_a_1334s,Framingham Cohort
phv00190823,FHS,mi_prior_1,Date of Cardiovascular Disease (CVD) status,cvddate,phs000007.v30.pht003316.v7.phv00190823.v7,phs000007.v33.p14,phv00190823.v10.p14,pht003316.v10.p14,vr_survcvd_2019_a_1334s,Framingham Cohort
phv00084442,MESA,mi_prior_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,mi_prior_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,mi_prior_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078482,WHI,mi_prior_1,MI ever,MI,phs000200.v11.pht000998.v6.phv00078482.v6,phs000200.v12.p3,phv00078482.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00204711,ARIC,annotated_sex_1,Sex (uncorrected from FTRA22) [Cohort. Visit 1],GENDER,phs000280.v5.pht004063.v2.phv00204711.v1,phs000280.v8.p2,phv00204711.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00115114,CARDIA,annotated_sex_1,SEX (VERIFIED AT EXAM 2),SEX,phs000285.v3.pht001645.v2.phv00115114.v2,phs000285.v3.p2,phv00115114.v2.p2,pht001645.v2.p2,B2REF,CARDIA Cohort
phv00100302,CHS,annotated_sex_1,GENDER,GEND01,phs000287.v6.pht001452.v1.phv00100302.v1,phs000287.v7.p1,phv00100302.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00159571,COPDGene,annotated_sex_1,Gender,gender,phs000179.v5.pht002239.v4.phv00159571.v4,phs000179.v6.p2,phv00159571.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00177929,FHS,annotated_sex_1,Participant gender,sex,phs000007.v30.pht003099.v5.phv00177929.v5,phs000007.v33.p14,phv00177929.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00226279,HCHS_SOL,annotated_sex_1,"Gender (F=Female, M=Male)",GENDER,phs000810.v1.pht004715.v1.phv00226279.v1,phs000810.v2.p2,phv00226279.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00077315,WHI,annotated_sex_1,WHI dbGaP Consent Group,CONSENT,phs000200.v11.pht000982.v8.phv00077315.v8,phs000200.v12.p3,phv00077315.v8.p3,pht000982.v8.p3,WHI_Subject,Women's Health Initiative
phv00159573,COPDGene,hispanic_or_latino_1,Your ethnic background,ethnic,phs000179.v5.pht002239.v4.phv00159573.v4,phs000179.v6.p2,phv00159573.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00226241,HCHS_SOL,hispanic_or_latino_1,Consent group,CONSENT,phs000810.v1.pht004713.v1.phv00226241.v1,phs000810.v2.p2,phv00226241.v2.p2,pht004713.v2.p2,HCHS_SOL_Cohort_Subject,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00078450,WHI,hispanic_or_latino_1,Racial or ethnic group,RACE,phs000200.v11.pht000998.v6.phv00078450.v6,phs000200.v12.p3,phv00078450.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00204710,ARIC,race_us_1,Race (from FTRA23) [Cohort. Visit 1],RACEGRP,phs000280.v5.pht004063.v2.phv00204710.v1,phs000280.v8.p2,phv00204710.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00115113,CARDIA,race_us_1,RACE (VERIFIED AT EXAM 2),RACE,phs000285.v3.pht001645.v2.phv00115113.v2,phs000285.v3.p2,phv00115113.v2.p2,pht001645.v2.p2,B2REF,CARDIA Cohort
phv00159572,COPDGene,race_us_1,Race,race,phs000179.v5.pht002239.v4.phv00159572.v4,phs000179.v6.p2,phv00159572.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00226241,HCHS_SOL,race_us_1,Consent group,CONSENT,phs000810.v1.pht004713.v1.phv00226241.v1,phs000810.v2.p2,phv00226241.v2.p2,pht004713.v2.p2,HCHS_SOL_Cohort_Subject,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00124546,JHS,race_us_1,Consent group as determined by DAC,CONSENT,phs000286.v5.pht001920.v4.phv00124546.v3,phs000286.v7.p2,phv00124546.v4.p2,pht001920.v6.p2,JHS_Subject,Jackson Heart Study (JHS) Cohort
phv00078450,WHI,race_us_1,Racial or ethnic group,RACE,phs000200.v11.pht000998.v6.phv00078450.v6,phs000200.v12.p3,phv00078450.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00079317,WHI,race_us_1,White,WHITE,phs000200.v11.pht001009.v6.phv00079317.v6,phs000200.v12.p3,phv00079317.v6.p3,pht001009.v6.p3,f41_rel1,Women's Health Initiative
phv00079318,WHI,race_us_1,"Black, African-American, or Negro",BLACK,phs000200.v11.pht001009.v6.phv00079318.v6,phs000200.v12.p3,phv00079318.v6.p3,pht001009.v6.p3,f41_rel1,Women's Health Initiative
phv00079319,WHI,race_us_1,American Indian or Alaskan Native,AMERINDIAN,phs000200.v11.pht001009.v6.phv00079319.v6,phs000200.v12.p3,phv00079319.v6.p3,pht001009.v6.p3,f41_rel1,Women's Health Initiative
