Harmonized Variable,Harmonized Variable Description,SNOMED CT ID,NINDS CDE ID,Studies Mapped,Missing Samples (%)_x,Study Mapped,Variable Field Name,Variable Description,Missing Samples (%)_y,dataset,var,Study,Variable name,Variable description,dbGaP Study Accession,Variable accession,Dataset accession,Dataset name,phv,values,studyId,dtId,varId,is_categorical,is_continuous,columnmeta_is_stigmatized,columnmeta_name,description,columnmeta_min,HPDS_PATH,derived_group_id,columnmeta_hpds_path,columnmeta_var_id,columnmeta_var_group_description,derived_var_description,derived_variable_level_data,data_hierarchy,derived_group_description,columnmeta_max,columnmeta_description,derived_study_id,hashed_var_id,columnmeta_data_type,derived_var_id,columnmeta_study_id,is_stigmatized,derived_var_name,derived_study_abv_name,derived_study_description,columnmeta_var_group_id,derived_group_name,columnmeta_HPDS_PATH,min,max
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Framingham Cohort,DBP,Diastolic blood pressure entered by technician,phs000007.v33.p14,phv00066713.v7.p14,pht000673.v8.p14,t_pat_2005_m_0259s,phv00066713,[],phs000007,pht000673,phv00066713,False,True,False,DBP,"DIASTOLIC BLOOD PRESSURE ENTERED BY TECHNICIAN, MMHG",46.0,\phs000007\pht000673\phv00066713\DBP\,pht000673.v7,\phs000007\pht000673\phv00066713\DBP\,phv00066713,"Peripheral Arterial Tone, Original Cohort Exam 28, Generation 3, and New Offspring Spouse Cohorts Exam 1","DIASTOLIC BLOOD PRESSURE ENTERED BY TECHNICIAN, MMHG",{},,"Peripheral Arterial Tone, Original Cohort Exam 28, Generation 3, and New Offspring Spouse Cohorts Exam 1",80.0,"DIASTOLIC BLOOD PRESSURE ENTERED BY TECHNICIAN, MMHG",phs000007.v31,0d4ee96721b2806651a8fad31af99ba9b138e874c9a9205a1bc12a1eb3f03687,continuous,phv00066713.v6,phs000007,False,DBP,FHS,Framingham Cohort,pht000673,pat_2005s,\phs000007\pht000673\phv00066713\DBP\,46.0,80.0
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Framingham Cohort,DBP,Brachial diastolic pressure (from tonometry worksheet),phs000007.v33.p14,phv00024866.v2.p14,pht000211.v5.p14,t_tonla_ex26_0_1229s,phv00024866,[],phs000007,pht000211,phv00024866,False,True,False,dbp,BRACHIAL DIASTOLIC PRESSURE (FROM TONOMETRY DATA) (MMHG),38.0,\phs000007\pht000211\phv00024866\dbp\,pht000211.v4,\phs000007\pht000211\phv00024866\dbp\,phv00024866,"Vascular Tonometry, Original Cohort Exam 26",BRACHIAL DIASTOLIC PRESSURE (FROM TONOMETRY DATA) (MMHG),{},,"Vascular Tonometry, Original Cohort Exam 26",112.0,BRACHIAL DIASTOLIC PRESSURE (FROM TONOMETRY DATA) (MMHG),phs000007.v31,c146b7fd870f22fdea0e4225e2b3b09426df705cdd65b86845a7196191b5ba35,continuous,phv00024866.v1,phs000007,False,dbp,FHS,Framingham Cohort,pht000211,ton0_26s,\phs000007\pht000211\phv00024866\dbp\,38.0,112.0
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Framingham Cohort,DBP,Brachial diastolic pressure,phs000007.v33.p14,phv00024825.v7.p14,pht000210.v8.p14,t_tonla_ex01_3b_1234s,phv00024825,[],phs000007,pht000210,phv00024825,False,True,False,dbp,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),42.0,\phs000007\pht000210\phv00024825\dbp\,pht000210.v7,\phs000007\pht000210\phv00024825\dbp\,phv00024825,"Non-Invasive Vascular Tonometry, Generation 3 Cohort Exam 1",BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),{},,"Non-Invasive Vascular Tonometry, Generation 3 Cohort Exam 1",114.0,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),phs000007.v31,0d565c5bf3a1345b02d948121081c0a64c6efc123c177cac68f6bd6652fb1963,continuous,phv00024825.v6,phs000007,False,dbp,FHS,Framingham Cohort,pht000210,ton3_1s,\phs000007\pht000210\phv00024825\dbp\,42.0,114.0
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Framingham Cohort,DBP,Brachial diastolic pressure,phs000007.v33.p14,phv00024779.v8.p14,pht000209.v9.p14,t_tonla_ex07_1b_1231s,phv00024779,[],phs000007,pht000209,phv00024779,False,True,False,dbp,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA) (OLD NAME: TONDBP),37.0,\phs000007\pht000209\phv00024779\dbp\,pht000209.v7,\phs000007\pht000209\phv00024779\dbp\,phv00024779,"Non-Invasive Vascular Tonometry, Offspring Cohort Exam 7",BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA) (OLD NAME: TONDBP),{},,"Non-Invasive Vascular Tonometry, Offspring Cohort Exam 7",115.0,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA) (OLD NAME: TONDBP),phs000007.v31,c034a0fa5e28e843267b38c77560a5174668678e1961d628e7318a2d09990782,continuous,phv00024779.v6,phs000007,False,dbp,FHS,Framingham Cohort,pht000209,ton1_7s,\phs000007\pht000209\phv00024779\dbp\,37.0,115.0
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Framingham Cohort,dbp,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),phs000007.v33.p14,phv00024480.v8.p14,pht000195.v9.p14,brach1_7s,phv00024480,[],phs000007,pht000195,phv00024480,False,True,False,dbp,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),37.0,\phs000007\pht000195\phv00024480\dbp\,pht000195.v7,\phs000007\pht000195\phv00024480\dbp\,phv00024480,"Non-invasive Vascular Brachial Test, Offspring Cohort Exam 7",BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),{},,"Non-invasive Vascular Brachial Test, Offspring Cohort Exam 7",115.0,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),phs000007.v31,3e70e9e34c2efb3fa461b4951607fbfaabf38b89010b676a0e5649f978eef197,continuous,phv00024480.v6,phs000007,False,dbp,FHS,Framingham Cohort,pht000195,brach1_7s,\phs000007\pht000195\phv00024480\dbp\,37.0,115.0
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Jackson Heart Study (JHS) Cohort,dbp,Diastolic Blood Pressure (mmHg),phs000286.v7.p2,phv00401119.v1.p2,pht008729.v2.p2,analysis1,phv00401119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIABP,-,271650006,C01507,ARICMESAREGARDS,1.25,REGARDS,baseline_calculated_variables.DBP,-,0.288241726,baseline_calculated_variables,DBP,Framingham Cohort,dbp,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),phs000007.v33.p14,phv00024413.v7.p14,pht000194.v9.p14,brach3_1s,phv00024413,[],phs000007,pht000194,phv00024413,False,True,False,dbp,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),42.0,\phs000007\pht000194\phv00024413\dbp\,pht000194.v7,\phs000007\pht000194\phv00024413\dbp\,phv00024413,"Non-invasive Vascular Brachial Test, Generation 3 Cohort Exam 1",BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),{},,"Non-invasive Vascular Brachial Test, Generation 3 Cohort Exam 1",114.0,BRACHIAL DIASTOLIC PRESSURE (MMHG)(FROM TONOMETRY DATA),phs000007.v31,4d04533962be0756014d4aa8fea1d2c4bbfa5caca3e0d0c50e0a2b6fac27e620,continuous,phv00024413.v6,phs000007,False,dbp,FHS,Framingham Cohort,pht000194,brach3_1s,\phs000007\pht000194\phv00024413\dbp\,42.0,114.0
INSULIN,"Taking insulin (0=No, 1=Yes)",67866001,C20268,ARICFraminghamMESAREGARDS,1.24,REGARDS,baseline_calculated_variables.DIABETES_MEDS_SR_INSULIN,-,-,baseline_calculated_variables,DIABETES_MEDS_SR_INSULIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAB,"Diabetes(0=No, 1=Yes)",73211009,C17480,ARICFraminghamMESAREGARDS,1.32,REGARDS,baseline_calculated_variables.DIABETES_SR,-,-,baseline_calculated_variables,DIABETES_SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAB,"Diabetes(0=No, 1=Yes)",73211009,C17480,ARICFraminghamMESAREGARDS,1.32,REGARDS,baseline_calculated_variables.DIAB_SRMED_GLU,-,-,baseline_calculated_variables,DIAB_SRMED_GLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDUCLEV,"Education level (1=Less than High School, 2=High School, 3=Some College, 4=College)",276031006,C00012,ARICFraminghamMESAREGARDS,1.45,REGARDS,baseline_calculated_variables.ED_CAT,-,-,baseline_calculated_variables,ED_CAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Framingham Cohort,glucose,Glucose Sample type: EDTA plasma,phs000007.v33.p14,phv00462195.v1.p14,pht010726.v1.p14,l_fhslab_ex03_3b_1170s,phv00462195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Jackson Heart Study (JHS) Cohort,GLUCOSE,Glucose mg/dL [Visit 1],phs000286.v7.p2,phv00127613.v2.p2,pht001959.v2.p2,loca,phv00127613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,glucose,GLUCOSE,phs000209.v13.p3,phv00175887.v1.p3,pht003087.v1.p3,MESA_AncilMesaCTRead185,phv00175887,[],phs000209,pht003087,phv00175887,False,True,False,glucose,GLUCOSE,72.0,\phs000209\pht003087\phv00175887\glucose\,pht003087.v1,\phs000209\pht003087\phv00175887\glucose\,phv00175887,MESA Lung CT Read 185: Lung CT reads for 185 case-control subjects who had A1AT measured from the MESA Lung Cohort.,GLUCOSE,{},,MESA Lung CT Read 185: Lung CT reads for 185 case-control subjects who had A1AT measured from the MESA Lung Cohort.,268.0,GLUCOSE,phs000209.v13,4b08e9d1b44d962cc1e86fc5c568646f37c6a848d9a64923fc7fd9f09d69ed87,continuous,phv00175887.v1,phs000209,False,glucose,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht003087,MESA_AncilMesaCTRead185,\phs000209\pht003087\phv00175887\glucose\,72.0,268.0
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Framingham Cohort,GLUCOSE,Glucose (sample type: plasma),phs000007.v33.p14,phv00275416.v2.p14,pht006011.v2.p14,l_fhslab_ex03_7_0267s,phv00275416,[],phs000007,pht006011,phv00275416,False,True,True,GLUCOSE,Glucose (sample type: plasma),68.0,\phs000007\pht006011\phv00275416\GLUCOSE\,pht006011.v1,\phs000007\pht006011\phv00275416\GLUCOSE\,phv00275416,"Routine Blood Work Processed at Framingham, Omni 1 Exam 3",Glucose (sample type: plasma),{},,"Routine Blood Work Processed at Framingham, Omni 1 Exam 3",319.0,Glucose (sample type: plasma),phs000007.v31,3cdd710e1b3a7d891af8778a9a4734dd872a207e66f248cb8b882b043f15b2f7,continuous,phv00275416.v1,phs000007,True,GLUCOSE,FHS,Framingham Cohort,pht006011,l_fhslab_ex03_7_0267s,\phs000007\pht006011\phv00275416\GLUCOSE\,68.0,319.0
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Framingham Cohort,GLUCOSE,"Glucose, plasma",phs000007.v33.p14,phv00071893.v7.p14,pht000742.v8.p14,fhslab1_8s,phv00071893,[],phs000007,pht000742,phv00071893,False,True,False,GLUCOSE,"Glucose, plasma",36.0,\phs000007\pht000742\phv00071893\GLUCOSE\,pht000742.v6,\phs000007\pht000742\phv00071893\GLUCOSE\,phv00071893,"FHS Clinic Lab Assays Processed on Site, Offspring Cohort Exam 8","Glucose, plasma",{},,"FHS Clinic Lab Assays Processed on Site, Offspring Cohort Exam 8",339.0,"Glucose, plasma",phs000007.v31,37064dc760041d5dd6f1104e1c8b69ab7776e0dc0346fa6e4968649a3ae2c4bc,continuous,phv00071893.v5,phs000007,False,GLUCOSE,FHS,Framingham Cohort,pht000742,fhslab1_8s,\phs000007\pht000742\phv00071893\GLUCOSE\,36.0,339.0
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Framingham Cohort,GLUCOSE,Glucose (HILIC) (sample type: urine),phs000007.v33.p14,phv00219360.v2.p14,pht004362.v2.p14,l_umtbl_ex06_1_0742s,phv00219360,[],phs000007,pht004362,phv00219360,False,True,True,GLUCOSE,Glucose (HILIC) (sample type: urine),477.4,\phs000007\pht004362\phv00219360\GLUCOSE\,pht004362.v1,\phs000007\pht004362\phv00219360\GLUCOSE\,phv00219360,"Urine Metabolomics, Offspring Exam 6. This was a nested case control study. All participants were free of CKD at baseline. Half developed CKD at follow-up (exam 8); cases and controls were age-sex matched",Glucose (HILIC) (sample type: urine),{},,"Urine Metabolomics, Offspring Exam 6. This was a nested case control study. All participants were free of CKD at baseline. Half developed CKD at follow-up (exam 8); cases and controls were age-sex matched",63226.3,Glucose (HILIC) (sample type: urine),phs000007.v31,a1b53fce857b76c3dde9c0158751494f9ec31503ee911a1b6cd4e92bae0326c2,continuous,phv00219360.v1,phs000007,True,GLUCOSE,FHS,Framingham Cohort,pht004362,l_umtbl_ex06_1_0742s,\phs000007\pht004362\phv00219360\GLUCOSE\,477.4,63226.3
GLUCOSE,-,-,-,ARICREGARDS,0.33,REGARDS,baseline_calculated_variables.GLUCOSE,-,4.330252129,baseline_calculated_variables,GLUCOSE,Framingham Cohort,Glucose,Glucose,phs000007.v33.p14,phv00255372.v4.p14,pht005144.v4.p14,l_mtbnegam1_ex01_3_0956s,phv00255372,[],phs000007,pht005144,phv00255372,False,True,False,Glucose,Glucose,0.6016943753,\phs000007\pht005144\phv00255372\Glucose\,pht005144.v3,\phs000007\pht005144\phv00255372\Glucose\,phv00255372,"Negatively Charged Polar Metabolomics - Amide - Installment 1, Generation 3 Exam 1. High throughput metabolite profiling was performed on plasma specimens. The concentration of plasma metabolites was assessed using a liquid chromatography/tandem mass spectrometry (LC/MS/MS) platform with HILIC Amide chromatography. In the dataset, each metabolite value represents the plasma concentration of an analyte (in this case, metabolite) that was assayed. There are a total of 79 metabolites.",Glucose,{},,"Negatively Charged Polar Metabolomics - Amide - Installment 1, Generation 3 Exam 1. High throughput metabolite profiling was performed on plasma specimens. The concentration of plasma metabolites was assessed using a liquid chromatography/tandem mass spectrometry (LC/MS/MS) platform with HILIC Amide chromatography. In the dataset, each metabolite value represents the plasma concentration of an analyte (in this case, metabolite) that was assayed. There are a total of 79 metabolites.",2.2229373078,Glucose,phs000007.v31,2f4e334925e98aa2ac05db9a928838641fdfcc2919bbed53c17c660f98377c64,continuous,phv00255372.v3,phs000007,False,Glucose,FHS,Framingham Cohort,pht005144,l_mtbnegam1_ex01_3_0956s,\phs000007\pht005144\phv00255372\Glucose\,0.6016943753,2.2229373078
FAM_INCOME,Family income,224168007,-,ARICFraminghamMESAREGARDS,0.56,REGARDS,baseline_calculated_variables.INCOME,-,12.35794984,baseline_calculated_variables,INCOME,Hispanic Community Health Study /Study of Latinos (HCHS/SOL),INCOME,Yearly Household Income (ECEA3 and ECEA4),phs000810.v2.p2,phv00526188.v1.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,phv00526188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM_INCOME,Family income,224168007,-,ARICFraminghamMESAREGARDS,0.56,REGARDS,baseline_calculated_variables.INCOME,-,12.35794984,baseline_calculated_variables,INCOME,Jackson Heart Study (JHS) Cohort,Income,Income Status,phs000286.v7.p2,phv00401229.v2.p2,pht008729.v2.p2,analysis1,phv00401229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM_INCOME,Family income,224168007,-,ARICFraminghamMESAREGARDS,0.56,REGARDS,baseline_calculated_variables.INCOME,-,12.35794984,baseline_calculated_variables,INCOME,Women's Health Initiative,INCOME,Total family income (before taxes),phs000200.v12.p3,phv00078409.v6.p3,pht000997.v6.p3,f20_rel1,phv00078409,"['$10,000 to $19,999', '$100,000 to $149,999', '$150,000 or more', '$20,000 to $34,999', '$35,000 to $49,999', '$50,000 to $74,999', '$75,000 to $99,999', ""Don't know"", 'Less than $10,000']",phs000200,pht000997,phv00078409,True,False,False,INCOME,Total family income (before taxes),,\phs000200\pht000997\phv00078409\INCOME\,pht000997.v6,\phs000200\pht000997\phv00078409\INCOME\,phv00078409,"Form 20 - Personal Information --education; employment status; occupation; marital status; partner's education, employment status, occupation; total family income; recent history of mammogram, pelvic exam, endometrial aspiration; insurance coverage; serve in armed services. This self-administered questionnaire was required for all OS participants.",Total family income (before taxes),{},,"Form 20 - Personal Information --education; employment status; occupation; marital status; partner's education, employment status, occupation; total family income; recent history of mammogram, pelvic exam, endometrial aspiration; insurance coverage; serve in armed services. This self-administered questionnaire was required for all OS participants.",,Total family income (before taxes),phs000200.v12,59def3df0ad0a2ebcaa070956971d5b12888b8b7da4db923f70615c46a080695,categorical,phv00078409.v6,phs000200,False,INCOME,WHI,Women's Health Initiative,pht000997,f20_rel1,\phs000200\pht000997\phv00078409\INCOME\,,
LVH,Left ventricular hypertrophy on ECG,55827005,C10735,ARICFraminghamMESAREGARDS,1.29,REGARDS,baseline_calculated_variables.LVH_12,-,-,baseline_calculated_variables,LVH_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASPIRIN,"Taking aspirin (0=No, 1=Yes)",387458008,C10463,ARICFraminghamMESAREGARDS,1.24,REGARDS,baseline_calculated_variables.REG_ASA,-,-,baseline_calculated_variables,REG_ASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,REGARDS,baseline_calculated_variables.STROKE_SR,-,-,baseline_calculated_variables,STROKE_SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASE_STROKE,"Baseline Stroke/TIA(0=No, 1=TIA, 2=Stroke)",-,-,ARICFraminghamREGARDS,-,REGARDS,baseline_calculated_variables.STROKE_SR,-,-,baseline_calculated_variables,STROKE_SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,REGARDS,baseline_calculated_variables.TIA_SR,-,-,baseline_calculated_variables,TIA_SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREAT,Creatinine (mg/dL),15373003,C57972,ARICFraminghamMESAREGARDS,0.95,ARIC,chm.chm21,"Creatinine, Serum (mg/dL)",0.609652837,chm,chm21,Atherosclerosis Risk in Communities (ARIC) Cohort,CHM21,"Creatinine, serum [Clinical Chemistry Lab. CHM. Visit 5]",phs000280.v8.p2,phv00295246.v2.p2,pht006427.v2.p2,CHM,phv00295246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREAT,Creatinine (mg/dL),15373003,C57972,ARICFraminghamMESAREGARDS,0.95,ARIC,chma.chma09,CREATININE (MG-DL) Q9,-,chma,chma09,Atherosclerosis Risk in Communities (ARIC) Cohort,CHMA09,Creatinine (mg/dL). Q9 [Clinical Chemistry Lab. CHMA. Visit 1],phs000280.v8.p2,phv00203867.v2.p2,pht004051.v3.p2,CHMA,phv00203867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,-,-,-,ARICREGARDS,0.33,ARIC,chmb.chmb07,GLUCOSE (mg per dL) DEC PT REQ Q7,-,chmb,chmb07,Atherosclerosis Risk in Communities (ARIC) Cohort,CHMB07,Glucose (mg Per dL) Dec Pt Req. Q7 [Clinical Chemistry Lab. CHMB. Visit 2],phs000280.v8.p2,phv00203882.v2.p2,pht004052.v3.p2,CHMB,phv00203882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREAT,Creatinine (mg/dL),15373003,C57972,ARICFraminghamMESAREGARDS,0.95,ARIC,chmb.chmb08,CREATININE (mg per dL) DEC PT REQ Q8,-,chmb,chmb08,Atherosclerosis Risk in Communities (ARIC) Cohort,CHMB08,Creatinine (mg Per dL) Dec Pt Req. Q8 [Clinical Chemistry Lab. CHMB. Visit 2],phs000280.v8.p2,phv00203883.v2.p2,pht004052.v3.p2,CHMB,phv00203883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASPIRIN,"Taking aspirin (0=No, 1=Yes)",387458008,C10463,ARICFraminghamMESAREGARDS,1.24,ARIC,derive13.aspirincode01,"Used Aspirin-containing analgesics (at Visit 1) in last 2 weeks (0=No, 1=Yes), based on 2004 Med Code",0.866435617,derive13,aspirincode01,Atherosclerosis Risk in Communities (ARIC) Cohort,ASPIRINCODE01,"Used aspirin-containing analgesics (at visit 1) in last 2 weeks (0=no, 1=yes), based on 2004 Med code [Cohort. Visit 1]",phs000280.v8.p2,phv00204694.v2.p2,pht004063.v3.p2,DERIVE13,phv00204694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANYCHOLMED,"Taking cholesterol lowering medication (0=No, 1=Yes)",-,C58967,ARICFraminghamMESAREGARDS,1.24,ARIC,derive13.cholmdcode01,Cholesterol lowering medication w/in 2wks: Using 2004 Med Code -V1,0.759797387,derive13,cholmdcode01,Atherosclerosis Risk in Communities (ARIC) Cohort,CHOLMDCODE01,"Cholesterol lowering medication in past 2 weeks: using 2004 Med. code, visit 1 [Cohort. Visit 1]",phs000280.v8.p2,phv00204802.v2.p2,pht004063.v3.p2,DERIVE13,phv00204802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVH,Left ventricular hypertrophy on ECG,55827005,C10735,ARICFraminghamMESAREGARDS,1.29,ARIC,derive13.clvh01,LVH present by cornell definition,-,derive13,clvh01,Atherosclerosis Risk in Communities (ARIC) Cohort,CLVH01,LVH present by Cornell definition [Cohort. Visit 1],phs000280.v8.p2,phv00204700.v2.p2,pht004063.v3.p2,DERIVE13,phv00204700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTING_12HR,-,-,-,ARIC,0.66,ARIC,derive13.fast1202,FASTING TIME OF 12 HOURS OR MORE,0.459877366,derive13,fast1202,Atherosclerosis Risk in Communities (ARIC) Cohort,FAST1202,Fasting time of 12 hours or more [Cohort. Visit 1],phs000280.v8.p2,phv00204733.v2.p2,pht004063.v3.p2,DERIVE13,phv00204733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,-,-,-,ARICREGARDS,0.33,ARIC,derive13.glucos01,DERIVED GLUCOSE VALUE in mg/dl,0.913089843,derive13,glucos01,Atherosclerosis Risk in Communities (ARIC) Cohort,GLUCOS01,DERIVED GLUCOSE VALUE in mg/dl,phs000280.v8.p2,phv00519794.v1.p2,pht012853.v1.p2,V1_V5_ANALYTES,phv00519794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,-,-,-,ARICREGARDS,0.33,ARIC,derive13.glucos01,DERIVED GLUCOSE VALUE in mg/dl,0.913089843,derive13,glucos01,Atherosclerosis Risk in Communities (ARIC) Cohort,GLUCOS01,Derived glucose value in mg/dL [Cohort. Visit 1],phs000280.v8.p2,phv00204730.v2.p2,pht004063.v3.p2,DERIVE13,phv00204730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,ARIC,derive13.pad02,"PAD V1, Def 2 (same for both genders)",3.692348707,derive13,pad02,Atherosclerosis Risk in Communities (ARIC) Cohort,pad02,"Pad02 (peripheral artery disease, visit 1, definition 2, Ankle Brachial Index <.9 for both genders) [Ankle Brachial BP Index. ABI04. Visit 1]",phs000280.v8.p2,phv00202847.v2.p2,pht004027.v3.p2,ABI04,phv00202847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,ARIC,derive13.pad02,"PAD V1, Def 2 (same for both genders)",3.692348707,derive13,pad02,Atherosclerosis Risk in Communities (ARIC) Cohort,PAD02,"Peripheral artery disease visit 1, definition 2 - same for both genders [Cohort. Visit 1]",phs000280.v8.p2,phv00204795.v2.p2,pht004063.v3.p2,DERIVE13,phv00204795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
